15,3,{     朝鲜即将成为下一个利比亚 //}
15,4,{      朝鲜杯具了  //}
15,5,{      //}
15,6,{     朝鲜 这回完了 }
16,1,{CNN说 “假如泰国局方残忍杀害13名美国人 泰国就是下一个利比亚 泰王就是下一个卡扎菲 ”放个#神八#上天有什么用 放到神八〇都没有用 你的人民依然被一个小国玩弄于鼓掌间 为经济放弃人民依然是事实 以本国公民利益为最高使命的美国 着实让我们汗颜和膜拜 }
17,1,{赖我 给我发了求救信之后我没去救他  在利比亚的津坦 卡扎菲次子赛义夫·伊斯兰·卡扎菲坐在一架飞机里 利比亚过渡委执委会主席称赛义夫将得到公正审判 }
18,1,{埃及媒体报道 被拘押的埃及前总统穆巴拉克看到利比亚前领导人卡扎菲被杀的电视新闻后 突然歇斯底里地大哭起来 并昏厥过去 另据以色列电视10台网站今天报道 卡扎菲死后 被拘押的穆巴拉克的精神已经崩溃 因受惊吓 目前他的大脑功能已死亡 }
19,1,{中央电视台CCTV驻利比亚记者发回消息称 卡扎菲的尸体已经运抵的黎波里 }
20,1,{卡扎菲统治利比亚42年来 凭借着个人魅力和革命纲领 吸引了众多追随者 然而时过境迁 几十年后 之前的很多亲信要么被他除掉 要么背叛他 当然也有人被抓获或战死 我咋觉得很像毛的下场 }
21,1,{萨达姆走了 【伊拉克人民】没有过上安定幸福的日子 卡扎菲走了 【利比亚人民】什么时候能过上安定幸福的日子 ......}
21,2,{ }
22,1,{回复  哈哈哈}
23,1,{[赞] [电影]   [视频]}
24,1,{ 卡扎菲统治下利比亚人的悲惨生活 中国人看完后哭}
25,1,{利官员称卡扎菲遗体今秘密下葬 承诺调查死因   综合报道 在国际社会的压力下 利比亚执政当局24日承诺对卡扎菲的死因展开调查 一名验尸的医生23日说 卡扎菲死于枪伤 对于卡扎菲死于交火还是处决已 }
26,1,{  才去巴基斯坦驻站 拉登就死了 后来 又派她去已经轮替了多批记者的利比亚 她一去 卡扎菲就死了 于是 我们都在猜 下一回会派她去哪儿？}
26,2,{叙利亚还是伊朗？}
26,3,{  驻外那么长时间 也该回国了吧……}
27,1,{利比亚苏尔特前线指挥官20日称卡扎菲当天中午在苏尔特受重伤身亡 }
28,1,{[思考] [睡觉]   [视频]}
29,1,{卡扎菲死了 利比亚就民主了么？}
29,2,{这是美国的借口而已 好控制过渡委员会 控制石油 奥巴马要连任了吧 撂倒了拉登 又弄死了卡扎菲}
30,1,{一个时代终结 利比亚前领导人卡扎菲身亡}
31,1,{【叙利亚人称阿萨德将是下一个】叙利亚反对派领导人预测 叙利亚总统阿萨德将是阿拉伯春天中 紧随卡扎菲之后下一个被击毙的独裁者 他们称 “我们为利比亚兄弟感到高兴 希望阿萨德将是下一个被击毙的独裁者 这些独裁者不会心甘情愿交出权力 死亡可能是他们最后的结局}
32,1,{【1942年6月7日~2011年10月20日】奥马尔·穆阿迈尔·卡扎菲 曾领导“自由军官组织” 推翻伊德里斯王朝 建立了阿拉伯利比亚共和国 担任利比亚最高领导人长达42年 }
33,1,{卡扎菲死了 利比亚人民的民主前进了50厘米    }
34,1,{本月20日开始关于卡扎菲击毙消息举世关注国际社会强烈谴责不经审判就击毙老卡要求利比亚当局进行调查 此时 俄罗斯专家突然爆料 卡扎菲还活着 死者是替身 }
35,1,{利比亚民主耻辱 卡扎菲漂亮女保镖被疯狂折磨轮翻强暴多天后勒死 尸体还写上“卡扎菲的婊子下场”字牌 当这具女尸发现后 已经腐烂 }
36,1,{卡扎菲死了 这不是民主对独裁的胜利 这是西方霸权主义武力干涉的又一次血腥的成功而已 利比亚人的悲哀在于 你反独裁 要自由 必反卡扎菲 你反卡扎菲 必借外力方能成功 利比亚人自觉不自觉得充当了西方攫取自身利益的棋子 }
37,1,{#卡扎菲#卡扎菲死了 他的子民照相是为了记念他还是嘲笑他 如果是嘲笑我觉得他们不配做利比亚公民 也不配做人 为什么苍天没眼 那些挑起战争的国家会招天遣 }
38,1,{一代枭雄 沙漠之子卡扎菲 今日就此宣告一个时代的结束 利比亚将走向何方？}
39,1,{卡扎菲死了 大批利比亚人民欢呼雀跃上街庆祝 想起半年前 卡扎菲在位时 同样看到大批利比亚人民同仇敌忾上街挺“卡” 人民的戏演的真好 每一出戏都是全情投入看不出丝毫的破绽 为此 我建议授予利比亚人民本年度集体最佳表演奖 }
40,1,{吃饭时有两位大叔在后面情绪激动 为卡扎菲扼腕 谴责美国就喜欢颠覆别的国家 还说其实是针对中国 因为中国在利比亚有投资 好囧啊……}
40,2,{大叔们多看点资料再来讨论行不[挖鼻屎]还有可笑的颠覆国家论 你们说的国家是什么？}
40,3,{自己搞清楚了吗？}
40,4,{state还是government？}
40,5,{[鄙视]}
41,1,{【最新消息】 卡扎菲被抓 据BBC中文网报道 利比亚过渡委员会说 卡扎菲上校在苏尔特的战斗中被抓 但没有任何独立的消息来源证实这一报道 }
42,1,{[来] [鼓掌]   [视频]}
43,1,{[亲亲] [衰]   [视频]}
44,1,{10月20日 利比亚前领导人卡扎菲在家乡苏尔特被过渡委军队击毙 在的黎波里 人们吹响号角 朝空中开枪庆祝胜利 20日的喉舌央视摆了乌龙 推出“卡扎菲42载执政路” 主持人将卡扎菲结束利比亚的统治 说成是结束伊拉克 成为国际笑料 }
45,1,{利比亚执政当局称将卡扎菲尸体埋葬于沙漠深处     }
46,1,{我那《利比亚战地日记》看到一半 卡扎菲就屎了……}
46,2,{你不能这样阿 不能没看完就知道结局了阿 回水阿   }
47,1,{卡扎菲也去登船了…}
47,2,{   据央视 利比亚过渡委已证实 卡扎菲已死亡  英国广播公司援引利比亚电视台消息称 卡扎菲已经死亡 他的尸体正被带往米苏拉塔 via 微天下}
48,1,{  美国总统奥巴马22号在每周网络和电台讲话中指出 卡扎菲之死和美国结束在伊拉克的战争 证明美国重新成为世界的领导者   奥巴马 “而在利比亚方面 卡扎菲之死显示 我们保护...}
48,2,{ ——看到宁静安详的博文《老太太-生活智慧的宝典》有感而发的评论 }
49,1,{卡扎菲之死等于利比亚“革命”成功？}
49,2,{ }
50,1,{  赖斯说 卡扎菲坚持要她到厨房与他撑枱脚 后来送给她和各国领袖会面的照片集 并配上一首名叫《白宫的黑花》的歌曲音乐 该首歌由一名利比亚作曲家为赖斯而写 赖斯对这个插曲感到古怪 但超码并不下流 赖斯指出 利比亚重返国际阵营 但卡达菲仍活}
51,1,{震惊世界 卡扎菲没死还活着 死的是他的替身   人民网10月28日电本月20日开始 关于卡扎菲被抓并被击毙的消息举世关注 国际社会强烈谴责对不经审判就击毙卡扎菲 要求利比亚执政当局进行调查 而就在此时 }
52,1,{#贝灵斯新闻#尸检显示卡扎菲死于腹部中弹 遗体推迟下葬 半岛电视台播放的另一段视频显示 卡扎菲目光空洞 似乎头部中弹 身旁一些士兵朝天鸣枪 其死因众说纷纭 利比亚“全国过渡委员会”官员当天说 卡扎菲的尸体推迟下葬 以等待国际刑事法院调查其死因 }
53,1,{死是命中注定的结局  没有上绞架是他的幸运.}
53,2,{  确实 整7个月呀 谢谢提醒 仅仅7个月 利比亚还在 卡扎菲已亡？}
53,3,{这个结局我想 卡扎菲自己没有想到 我对老卡的命运做过多种预测 唯一排除的就是自杀 现在看 也不算太离谱 }
54,1,{内战没开始前 我们说反对派没有领袖 不可能打出内战 内战打起来了 我们说反对派内部矛盾没解决 不可能战胜卡扎菲 卡扎菲死了了 我们说反对派内讧 不可能给利比亚带来民主 ——我们都是专家啊 }
55,1,{睡前最后一条 据埃及媒体报道 被拘押的埃及前总统穆巴拉克看到利比亚前领导人卡扎菲被杀的电视新闻后 突然歇斯底里地大哭起来 并昏厥过去 [耶]}
56,1,{应该公正的审判 而不是虐待   回复   哇 利比亚人这么重口味啊～ 谁叫卡扎菲没事儿老涂脂抹粉儿拿自己当花仙子打扮的   爆他的人口味也太重了    真的吗？}
56,2,{金胖子看见估计会菊花一紧}
57,1,{卡扎菲错失了将利比亚带向民主之路的机会 他的死向世界上其他的独裁政权发出了强有力的警讯 提醒他们人们是多么地渴望自由 ”}
58,1,{【全球媒体疯传卡扎菲尸照 据称从手机录像中截屏据】利比亚前领导人卡扎菲于10月20日被利比亚“全国过渡委员会”部队逮捕 多位“过渡委”官员对外也证实了此事 同时 一张显示卡扎菲满身鲜血、貌似已经死亡的照片也在全球各大媒体的网站上流传开 不过截止目前 仍未可靠来源证实这张照片的真实性 }
59,1,{[火炬] [鼓掌]   [视频]}
60,1,{【卡扎菲身藏下水道命丧家乡 尸体运往米苏拉塔】 据新华社电 利比亚"全国过渡委员会"20日确认 穆阿迈尔·卡扎菲在家乡苏尔特落入执政当局武装之手 最终伤重不治  卡扎菲在过渡委武装士兵的攻击中死亡 有相关画面"  身...}
61,1,{  卡扎菲之死是极其不人道的 对战俘而言 被拖行示众 属于虐俘 被俘后 不被治疗反被枪杀 是犯罪 对于曾经的领导人 血淋淋的被曝光于世界面前 这是利比亚人的耻辱 看到利比亚人的欢呼场景 我为他们感到悲哀 因为他们欢呼时 西方暴力集团在笑他们的愚蠢 中国人更没必要吃这个}
62,1,{反对派对卡扎菲的所作所为是反人类的 是跟他们所追求的民主精神背道而驰的.}
62,2,{所以那些侮辱卡扎菲的人必须受到法律制裁   我支持解放利比亚 但在杀害卡扎非问题上保留意见}
63,1,{[冰棍] [手机]   [视频]}
64,1,{疑似利比亚士兵朝卡扎菲连开数枪画面曝光}
65,1,{    幸亏老毛只干了41年 我怀疑他再多活几年下场会跟卡扎菲一样  可怕错觉 没有他地球就不转了 利比亚就没办法了...}
65,2,{  任何的独裁者都自我感觉良好}
66,1,{[圣诞老人] [风扇]   [视频]}
67,1,{卡扎菲 阿门 世事总有巧合 希拉里刚到利比亚 曾经和赖斯深交的卡扎菲就远赴天国啦 愿利比亚人民生活的越来越好}
68,1,{虐杀卡扎菲 还要进行性羞辱 “仇恨”也许是渲泄了 不过却把整个现代文明和对利比亚民主进程的期望一起也给羞辱、讽刺了 单纯的某一个独裁政权可以靠这种泄愤心态去推翻 但民主的进程绝不可能靠这种非现代文明意识去建立   声援 }
69,1,{[酷] [干杯]   [视频]}
70,1,{很可怜喔 我好久都没有发动静了 因为我要关心利比亚 卡扎菲死了 战争停止了 国家太平了 我不再关心利比亚了轻松了 }
71,1,{[围观]  没有卡扎菲的利比亚啊 谁来为你撑起一片蓝天}
72,1,{  (-_-) 【利比亚当局是否会挖出“尸体”鉴定？}
72,2,{】俄罗斯专家的说法不管是否合理 但还是给利比亚执政当局提出了一道难题 卡扎菲已被秘密埋葬 他的尸体是否还要从新挖出了进行权威的DNA鉴定？}
72,3,{挖出尸体会引起怎样的结果？}
72,4,{不挖出来进行鉴定 又如何证明死的是真的卡扎菲？}
73,1,{【没有民主的国家 离倒台的日子都不远了】卡扎菲垮台 利比亚民众终于能自由地走上广场 庆祝自己的节日 卡扎菲曾握有三张王牌 1.}
73,2,{假借人民之名垄断国家资源；}
73,3,{2.}
73,4,{假借人民之名剥夺民众权利；}
73,5,{3.}
73,6,{假借维护社会稳定之名压制民众不满 但今天 利比亚民众不再相信这个谎言 卡扎菲倒了 下一个会是谁呢？}
74,1,{#卡扎菲被捕身亡#【俄总统希望利比亚迎来和平】俄罗斯总统梅德韦杰夫20号称 他希望卡扎菲被捕能给利比亚人民带来和平 希望能够代表不同声音的执政者能够在利比亚政权权力上达成一致 }
75,1,{据说卡扎菲已经死了 利比亚战斗要结束了 }
76,1,{利比亚当局武装抓捕卡扎菲现场值得收藏 }
77,1,{卡扎菲死了 死在一个没有未来的穷国 死在一个没有希望的世界 小悦悦死了 死在一个没有人味的社会 死在一个没有法律的国家 可悲的卡扎菲 以后除了石油公司 没人知道利比亚 可怜的小悦悦 以后除了你的父母 没有人会记得你 去吧 卡扎菲 天堂没有战火纷飞 去吧 小悦悦 天堂没有车来车往 }
78,1,{[脚印] [自行车]   [视频]}
79,1,{卡扎菲死了 我倒想看看利比亚人民是否能从此过上幸福快乐的生活 }
80,1,{卡扎菲左右了利比亚几十年 却左右不了自己的生死 卡扎菲再牛逼 没有西方牛逼 西方要谁死 很少有人可以活下去 当然也会拉不少人陪葬 卡扎菲死了 利比亚人们从此就可以过上幸福的生活了吗？}
80,2,{看看伊拉克就知道了 }
81,1,{利比亚过渡委推翻卡扎菲政权后恢复宗教法律 这究竟是进步还是倒退？}
82,1,{他还是没逃过一死 外电报道  利比亚执政当局士兵称 卡扎菲被捕时躲在一处洞中 高喊“别开枪 别开枪 ”   }
83,1,{  LePost不是《法国邮报》 而是一家2007年创办的新闻门户网站 谁都可以上贴 贴这个消息的人是一名叫khalif的网民 消息来源是卡扎菲支持者网站Zengtana 宣传战 当不得真   利比亚50年石油收入   法国邮报透露的这个账单生动地体现了“普世价值”的总要求 }
84,1,{我们用跨年回顾萨达姆 劳动节关注本拉登 国庆长假缅怀乔布斯 如今卡扎菲出事了 我们竟然在上班  这让利比亚人民情何以堪   }
85,1,{  卡扎菲之死是极其不人道的 对战俘而言 被拖行示众 属于虐俘 被俘后 不被治疗反被枪杀 是犯罪 对于曾经的领导人 血淋淋的被曝光于世界面前 这是利比亚人的耻辱 看到利比亚人的欢呼场景 我为他们感到悲哀 因为他们欢呼时 西方暴力集团在笑他们的愚蠢 中国人更没必要吃这个}
86,1,{我国外交部刚刚表示跟卡扎菲不是朋友 卡扎菲是西方的座上宾客   其实不怪阮次山 老阮不过是执行任务罢了 说到底 他无非一个肉喇叭  余少镭 阮次山说利比亚 “这个国家的幸福指数超出我们的想象 ”}
87,1,{卡扎菲留给利比亚五大难题 政治经济重建存悬念 国际快递 南方网}
88,1,{据埃及媒体报道 被拘押的埃及前总统穆巴拉克看到利比亚前领导人卡扎菲被杀的电视新闻后 突然歇斯底里地大哭起来 并昏厥过去 }
89,1,{不为人知的利比亚真相 非洲朋友评卡扎菲之死 来自 }
90,1,{利比亚“全国过渡委员会”20日确认 穆阿迈尔?}
90,2,{卡扎菲在家乡苏尔特落入执政当局武装之手 最终伤重不治 卡扎菲从图中下水管中被拖出 [花心]}
91,1,{沙漠双鹰相继折翅 卡扎菲虽未像萨达姆受审判刑 但被反政府武装暴打致死 亦无尊严可言 卡扎菲的独裁到此终结 而美国的「霸权独裁」却刚刚开始 利比亚的石油将何去何从？}
91,2,{利比亚人民的命运将……}
92,1,{环球网记者 王欢报道 卡扎菲在被俘后 环球网特派利比亚战地记者在第一时间更新了他的微博 他在微博中就卡扎菲最终藏身于苏尔特的原因进行了分析 认为卡扎菲“生于此死于此”的英雄情结是主要原因 }
93,1,{？？}
93,2,{活要见人死要见尸 【快报·卡扎菲已死亡】利比亚苏尔特前线指挥官20日称卡扎菲当天中午在苏尔特受重伤身亡 （新华网）}
94,1,{[飞机] [钻戒]   [视频]}
95,1,{ //}
95,2,{    LePost不是《法国邮报》 而是一家2007年创办的新闻门户网站 谁都可以上贴 贴这个消息的人是一名叫khalif的网民 消息来源是卡扎菲支持者网站Zengtana 宣传战 当不得真 //}
95,3,{    利比亚50年石油收入   法国邮报透露的这个账单生动地体现了“普世价值”的总要求 }
96,1,{卡扎菲的死 一个时代的终结 利比亚人民是高兴还是难过？}
96,2,{这个统治利比亚四十多年的人 终于倒下了 退出了历史的舞台…}
97,1,{#卡扎菲#怎么传奇的一个人 也挂了 利比亚还剩什么呢？？？}
98,1,{想想卡扎菲的人生、建立利比亚统治42年直至战死、想想惠腾飞还在这练车想着怎样不轧到铁饼、还想着明天的100多人争一个职位的考试、想着今年的光棍节是不是铁定一个人过了…}
98,2,{想着这辈子是不是只是个会计…}
99,1,{一个强大的人 但他忘了他面对的不是利比亚或者整个非洲 他面对的是列强  期待下一个卡扎菲的出现   靠 和美国做对的下场都一样}
100,1,{卡扎菲已经被捕】利比亚过渡委员会宣布卡扎菲已经被捕 利比亚“全国过渡委员会”武装称 卡扎菲20日已经在其老家苏尔特被俘 目前身受重伤 一位名为穆罕穆德-利思的执政当局战士说他亲眼见到了头戴长巾的卡扎菲 “他已被俘 身受重伤 但仍有呼吸 ”此消息没有得到三方证实}
101,1,{  卖国是背叛 历史永远不会忘记 一个新的伊拉克诞生 从此伊斯兰世界里少了一个你---前利比亚 }
102,1,{去利比亚哦····实现一夫多妻···呵呵~~ 卡扎菲死亡 利比亚宣布全国解放 将恢复一夫多妻 - 高清在线观看 - 腾讯视频 }
103,1,{[圣诞树] [汽车]   [视频]}
104,1,{ 提高国防力量 清除内奸 保家卫国    卡扎菲的失败主要由于卡扎菲的智商不如卡斯特罗 要是利比亚由卡斯特罗领导 美国肯定不敢对利比亚动武 }
105,1,{暴民政治 用这个词汇形容利比亚无知的反对派再合适不过了 卡扎菲的确是独裁者 但是他领导下的利比亚人民的生活水平一度达到了非洲第一...}
105,2,{一些无知少年别忽悠起来干掉了卡扎菲 但你们的生活就真的能完全改善吗？}
105,3,{ 利比亚的未来到底会在哪里？}
105,4,{无人知晓 政治就是这样 知道的越多 就越说不清楚了..}
106,1,{沉痛悼念一代领袖、一代伟人、无产阶级革命家 优秀党员 真正的无产阶级革命家 久经考验的忠诚的国际主义战士---卡扎菲同志 他是中国人民的老朋友 代表了世界上广大受压迫人民的愿望 为了维护自己在利比亚的专制 他献出了自己宝贵的生命 享年69岁 卡扎菲同志永垂不朽 （天涯微博 sa1o）}
107,1,{#卡扎菲#看看利比亚如何变化}
108,1,{[心] [奥特曼]   [视频]}
109,1,{路透利比亚苏尔特10月20日电---卡扎菲周四身亡 曾被卡扎菲鄙视为“鼠辈”的利比亚士兵们当天攻陷他的老家苏尔特 卡扎菲被士兵们逼入死角 遭打 最後头部被枪击中而死亡 }
110,1,{卡扎菲及其家族在全世界的银行账户、房地产和公司悄悄积累的投资总资产超过了2000亿美元 这个数目是西方政府此前估计的两倍 平均每个利比亚人能摊到3万美元 利比亚新领导人要付出巨大努力 才能找到这些藏匿在世界各地的财富；}
110,2,{如果要追回所有钱财 还将面对令人望而生畏的法律障碍 （新华网）}
111,1,{曝尸？}
111,2,{这是伊斯兰教义的一部分么？}
111,3,{看来美国对拉登还是太仁慈   所谓利比亚革命者先是击毙已经活捉的卡扎菲 接着侮辱他的尸体 他们不是民主真理的追求者 不过是另一群残忍的独裁者 }
112,1,{[女孩儿] [圣诞树]   [视频]}
113,1,{#卡扎菲#事事非非自有公断 但愿利比亚人民早日走出困境 }
114,1,{[失望] [疑问]   [视频]}
115,1,{邱永峥 在利比亚长达3个月的战地采访期间 我到过卡扎菲的三处别墅与行宫 今天看了他最后栖身地苏尔特公路涵洞和与儿子肩并肩躺的米苏拉塔肉店冷库 突然想到 什么豪华宫殿 什么地产 什么传万世 一切都是浮云 }
116,1,{利比亚当局前线指挥官称卡扎菲在苏尔特受重伤身亡   利比亚“全国过渡委员会”武装20日称在苏尔特已经俘获了卡扎菲 据利比亚过渡委武装一名官员称 被俘的卡扎菲双腿受伤 图为“过渡委”官员公布的卡扎菲被俘照片      新华网}
117,1,{ 【金正日难做放下核武的卡扎菲】重启谈判本身是有积极意义的 但朝鲜并不会真正放弃核武器 如朝鲜问题专家Andrei Lankov所言 卡扎菲放弃核武 但最终依然在北约的帮助下被利比亚人民拉下权力宝座；}
117,2,{金正日会吸取卡扎菲的教训  }
118,1,{卡扎菲终于在家乡苏尔特被打死 惋惜 宁被堂兄打 不被外人欺 利比亚民众这个简单道理都不明白 终有一天会怀念他 小国政治的悲哀 }
119,1,{还不到60岁？}
119,2,{  【卡扎菲已身亡】路透社报道 利比亚过渡委高级官员称 卡扎菲在抓捕中受伤后已不治身亡 }
120,1,{ 这边已经不承认卡扎菲是老朋友了   阮次山说利比亚 “这个国家的幸福指数超出我们的想象 ”}
121,1,{前一段还在看 《利比亚战地日记》 这个国家很有意思 这次战争是本国人民自下而上的革命运动 可是帮助其革命的并非是本民族人民 那么卡扎菲死后 过度政府政权的巩固是靠本民族人民完成还是靠外族帮助搞定？}
121,2,{过度政府里面肯定也会有不同的声音  后面有戏唱了   }
122,1,{【利比亚】【卡扎菲】卡扎菲与足球多少还算有点关联 卡扎菲今天被抓获 身受重伤并已身亡 提到卡扎菲 多少还算与足球有点关联 卡扎菲的三儿子曾在意甲打过酱油 而战火中的利比亚在不久前结束的2012年非洲杯预选中成功出线 }
123,1,{纵然卡扎菲不是什么好人 不过用煽动反政府的游勇情绪 然后提供必要的战争物质 去颠覆独裁政权.}
123,2,{战争胜利后又争着摘果.}
123,3,{看来外帝国主义是越来越狡猾 利比亚人民你要坚定民主立场 不要轻易被利用.}
124,1,{刚看到一条新闻“未来利比亚将实行一夫多妻制”.}
124,2,{吓了一大跳 再看 敢情 卡扎菲时代禁止一夫多妻 而过委会主席说新利比亚建国原则是“伊斯兰基本法” 于是国内媒体就报道说 新利比亚“可以一夫多妻了” 其实 就算可以一夫多妻 现代的阿拉伯国家一夫多妻人还是少 “吃不消” 他们说 by  }
125,1,{[爱你] [嘘]   [视频]}
126,1,{利比亚 过度委员会称 【卡扎菲】已死亡}
127,1,{ 回复    看样子确实不少中国人适合在北朝鲜一样的国家生活  //}
127,2,{   我始终觉得没有了卡扎菲的利比亚会更差 热血强人挂了 惋惜  //}
127,3,{       //}
127,4,{     }
128,1,{  卡扎菲之死是极其不人道的 对战俘而言 被拖行示众 属于虐俘 被俘后 不被治疗反被枪杀 是犯罪 对于曾经的领导人 血淋淋的被曝光于世界面前 这是利比亚人的耻辱 看到利比亚人的欢呼场景 我为他们感到悲哀 因为他们欢呼时 西方暴力集团在笑他们的愚蠢 中国人更没必要吃这个}
129,1,{卡扎菲死了 利比亚能安定吗?}
129,2,{ [思考]}
130,1,{“夜半三更呦 盼天明 寒冬腊月呦 盼春风....}
130,2,{” 这首《映山红》的歌特适合利比亚人们唱 一代独裁、支持恐怖主义、鱼肉人民的老家伙卡扎菲以满脸血污血红谢幕 这是利比亚人民的节日 也是全世界人民的幸事 这更是独裁者的必然之路 }
131,1,{#卡扎菲#一个曾经的政治强人 如今卑微地死去 据说被捕后被押送的反对派的士兵射杀 其状甚是血腥 利比亚及其人民的选择对错 只有靠时间来验证 历史大浪淘沙 一幕戏落幕了 如梦幻泡影……}
132,1,{射杀英国警察的人 和枪杀卡扎菲的人 同样受到审判 我才会称赞利比亚的黎波里政权呀 [打哈气]}
133,1,{一下就死了 有点无趣 白准备铁笼了   唉 还是死了  这个时候消息有些乱 被抓没死当然更好 必然审判 英国广播公司援引利比亚电视台消息称 卡扎菲已经死亡 他的尸体正被带往米苏拉塔   //}
133,2,{     辟谣说路透社没报道卡死亡 让他受审吧 }
134,1,{    上帝也阻止不了丑类自取灭亡的速度    这不成卡扎菲时代的利比亚了吗？}
135,1,{为什么卡扎菲临死前不说我在利比亚埋藏这一个天大的宝藏 有本事你们就来拿}
136,1,{愚昧的利比亚人民 你们真的以为我敬爱的卡扎菲死了 你们就真的解放了么？}
136,2,{你们将永远活在令人恐惧的怒火中 被一帮西方走狗统治 你们依然一无所有}
137,1,{卡扎菲完蛋了 树倒猢狲散 想必他的支持者没有能力再掀什么风浪 战局消歇 接下来利比亚过渡委最重要的任务就是重建 核心则是重建一个开放性的政权 一个真正人民选举出来的政权 一个不会产生卡扎菲式的独裁者的政权 再见 卡扎菲 }
138,1,{[汽车] [咖啡]   [视频]}
139,1,{这世界上根本就没有所谓真正的民主 都是一些有钱有权的人为了自己的恶行披上一层善意的伪装.}
139,2,{卡扎菲死了 但接下来就是反对派内部的争权夺利互相厮杀的时候了.}
139,3,{这世界上又少了一个敢和美国这个"民主的"国家叫板了 利比亚的英雄 一路走好吧.}
140,1,{ 在等级森严的世界丛林里 非洲兄弟是最底层的食草动物 有一天 他们联合试图不愿做食草动物 卡扎菲提供巨额资金 发射非洲通信卫星 组建非洲货币基金组织、组建非洲中央银行……}
140,2,{不为人知的利比亚真相 非洲朋友评卡扎菲之死}
141,1,{疑似利比亚士兵朝卡扎菲连开数枪画面曝光  - 卡扎菲身亡视频集  }
142,1,{[心] [巧克力]   [视频]}
143,1,{不想评论卡扎菲死活 只等看看现在利比亚怎么玩 往后的时间里 才能真正说明利比亚在干什么 福兮祸兮？}
143,2,{边走边看   民主是真老虎 专制才是纸老虎     }
144,1,{据BBC 美国总统奥巴马在白宫发表讲话 认为卡扎菲之死标志着利比亚人民结束了漫长的痛苦时代 “世界上时间最长的独裁者卡扎菲的时代结束了 利比亚人民应建设一个宽容和民主的新国家 ”奥巴马表示美国将继续在未来给予利比亚人民帮助 }
145,1,{卡扎菲即便作为战俘 作为独裁的失败者也不应该受到那般侮辱 利比亚的未来也未见的能让人满意 }
146,1,{利比亚“全国过渡委员会”新闻发言人古贾与利比亚军事委员会主席贝尔哈吉(Abdul Hakim Belhaj)刚刚分别证实 该国前领导人卡扎菲在其家乡苏尔特被捕后因伤重死亡 }
147,1,{[满月] [火炬]   [视频]}
